Degree,Field_of_Study,University_GPA,Certifications,Internships_Completed,Job_Role
BBA,Banking & Insurance,7.04,Python,3,Aviation Operations Manager
BBA,Entrepreneurship,8.15,Scrum Master,2,Marketing Executive
MBA,Aviation Management (Advanced),6.8,None,1,Agri-Business Manager
B.Sc,Artificial Intelligence,6.37,None,2,Forensic Expert
B.Des,Jewellery Design,6.68,CPA,1,Interior Architect
M.Tech,Environmental Engineering (Masters),8.73,CPA,3,Senior Data Scientist
B.Tech,Electrical & Electronics Engineering,8.27,Java,3,Embedded Systems Engineer
B.Tech,Mechanical Engineering,9.63,Six Sigma,1,Project Manager
M.Sc,Information Technology (M.Sc),8.27,Six Sigma,3,Data Engineer
B.Tech,Biotechnology,9.32,AutoCAD,3,Robotics Engineer
B.Tech,Data Science,9.73,Python,3,AI Engineer
M.Tech,Biotechnology (Masters),6.09,CPA,2,Robotics System Architect
B.A,Philosophy,8.09,CPA,0,Psychologist
BBA,Hospitality Management,8.79,AutoCAD,2,Retail Store Manager
M.Sc,Physics (M.Sc),9.73,Six Sigma,2,Senior Researcher
B.Tech,Instrumentation Engineering,7.78,Scrum Master,1,Control Systems Engineer
B.Des,Fashion Design,6.99,Six Sigma,3,Interior Architect
MBA,Marketing (Advanced),9.34,React,1,Investment Banker
BBA,Aviation Management,6.28,AWS,1,Relationship Manager
M.Tech,Computer Science Engineering (Masters),7.77,Python,3,VLSI Architect
B.Tech,AI & Machine Learning,6.6,Java,2,System Engineer
B.Tech,Agriculture Engineering,7.31,Python,0,Automotive Design Engineer
B.Sc,Nursing,9.45,Six Sigma,3,Clinical Research Associate
B.Tech,Mechanical Engineering,8.5,AWS,0,Structural Engineer
B.Sc,Nutrition & Dietetics,9.67,CPA,3,Clinical Research Associate
B.Sc,Nursing,8.34,AWS,2,Microbiologist
B.A,Philosophy,8.14,CPA,3,Psychologist
B.Tech,Civil Engineering,8.24,AWS,1,Structural Engineer
B.Sc,Mathematics,7.42,CPA,2,Data Analyst
B.Tech,Production Engineering,9.61,CPA,2,Project Manager
B.Tech,Metallurgical Engineering,6.83,AutoCAD,1,Site Supervisor
B.Des,Communication Design,8.95,AWS,1,Product Designer
M.Tech,Artificial Intelligence (Masters),8.69,Six Sigma,3,Senior Data Scientist
B.Tech,Information Technology,6.28,CPA,2,System Engineer
MBA,International Business (Advanced),6.43,AutoCAD,2,Business Development Manager
M.Tech,Data Science (Masters),8.2,None,0,Senior Data Scientist
B.Sc,Electronics,6.07,CPA,0,Forensic Expert
M.Tech,Power Systems,8.75,React,0,Senior Data Scientist
BBA,Travel & Tourism,8.37,CPA,2,Retail Store Manager
M.Tech,Embedded Systems,9.71,Java,0,R&D Engineer
B.Des,Jewellery Design,6.35,CPA,2,Interior Architect
M.Sc,Physics (M.Sc),7.81,Scrum Master,1,Clinical Psychologist
MBA,Human Resource (Advanced),7.87,AWS,0,HR Director
MBA,Retail Management (Advanced),6.11,Scrum Master,2,Agri-Business Manager
,Finance (Advanced),8.71,Photoshop,0,Investment Banker
M.Sc,Environmental Science (M.Sc),6.92,Java,1,Statistician
B.Tech,Mining Engineering,7.96,None,0,Process Engineer
M.Tech,Environmental Engineering (Masters),6.08,Six Sigma,3,Robotics System Architect
B.Tech,Agriculture Engineering,7.72,AWS,3,Automotive Design Engineer
B.Com,Economics,9.04,None,1,Chartered Accountant
B.A,Economics,6.1,CPA,0,Social Worker
B.Com,Auditing,8.86,Six Sigma,1,Financial Auditor
M.Sc,Environmental Science (M.Sc),9.79,Six Sigma,2,Senior Researcher
M.Tech,Machine Learning,6.26,AWS,3,Robotics System Architect
B.Tech,Biotechnology,6.38,None,0,Food Safety Officer
B.A,Sanskrit,6.97,None,0,Social Worker
B.Tech,Electrical & Electronics Engineering,8.81,AutoCAD,3,Embedded Systems Engineer
B.Tech,Mechanical Engineering,9.81,CPA,0,Project Manager
B.A,Education,8.33,AutoCAD,2,Psychologist
B.Des,Communication Design,7.97,None,0,Fashion Stylist
BBA,Marketing,6.17,Six Sigma,3,Sales Manager
B.Tech,Electrical & Electronics Engineering,8.63,None,3,Embedded Systems Engineer
B.Tech,Production Engineering,9.46,Scrum Master,1,Project Manager
M.Sc,Biotechnology (M.Sc),6.96,Scrum Master,3,Statistician
B.Tech,Metallurgical Engineering,9.51,Six Sigma,2,Project Manager
B.Tech,Instrumentation Engineering,9.62,AutoCAD,2,VLSI Design Engineer
B.Com,Financial Markets,8.16,Python,2,Financial Auditor
B.Tech,Instrumentation Engineering,7.93,AWS,1,Control Systems Engineer
B.Com,Corporate Secretaryship,7.27,AWS,3,Tax Consultant
BBA,Healthcare Management,9.82,Python,2,Hotel Manager
B.Sc,Information Technology,6.4,Six Sigma,3,Forensic Expert
M.Tech,Computer Science Engineering (Masters),9.82,AutoCAD,2,R&D Engineer
M.Tech,Mechanical Design,7.03,AWS,2,VLSI Architect
BBA,Healthcare Management,6.87,CPA,0,Relationship Manager
B.Com,Auditing,8.58,CPA,0,Financial Auditor
BBA,Banking & Insurance,9.57,Java,1,Hotel Manager
B.A,History,7.2,None,1,Policy Analyst
M.Sc,Psychology (M.Sc),6.31,AWS,2,Statistician
BBA,Human Resource Management,7.89,React,3,HR Generalist
M.Tech,Machine Learning,6.64,CPA,3,Robotics System Architect
B.Tech,Textile Engineering,9.45,AWS,0,Robotics Engineer
MBA,Human Resource (Advanced),7.05,Six Sigma,3,HR Director
MBA,Hospitality & Tourism (Advanced),6.06,Scrum Master,0,Agri-Business Manager
MBA,Digital Marketing (Advanced),8.08,AWS,1,Product Manager
B.Tech,Electrical & Electronics Engineering,7.54,None,3,Control Systems Engineer
B.Sc,Nursing,7.33,AWS,0,Dietician
B.Com,Auditing,7.17,AWS,0,Tax Consultant
M.Sc,Artificial Intelligence (M.Sc),8.2,CPA,2,Data Engineer
B.Tech,Mining Engineering,6.31,Scrum Master,1,Site Supervisor
B.A,Sociology,8.72,CPA,1,Psychologist
M.Tech,Biotechnology (Masters),8.77,Python,0,Senior Data Scientist
B.Sc,Chemistry,9.34,Java,2,Software Developer
B.Sc,Physics,7.26,AWS,0,Data Analyst
B.A,Sanskrit,6.99,CPA,2,Social Worker
M.Tech,Mechanical Design,8.32,CPA,3,Senior Data Scientist
B.Sc,Statistics,7.17,AWS,2,Data Analyst
B.Com,Economics,6.97,CPA,3,Bank Officer
B.Sc,Psychology,7.08,CPA,3,Dietician
M.Sc,Mathematics (M.Sc),8.54,AWS,0,Data Engineer
B.Tech,Cybersecurity,7.61,Six Sigma,1,Full Stack Developer
M.Tech,Biotechnology (Masters),8.85,CPA,0,Senior Data Scientist
M.Sc,Biotechnology (M.Sc),7.83,CPA,0,Clinical Psychologist
B.Tech,Automobile Engineering,7.11,Scrum Master,1,Automotive Design Engineer
B.Com,Economics,7.79,AWS,1,Tax Consultant
BBA,Finance,7.91,React,3,HR Generalist
M.Sc,Psychology (M.Sc),8.41,AutoCAD,0,Data Engineer
M.Tech,Robotics,8.42,None,0,Senior Data Scientist
B.A,Fine Arts,9.86,Python,1,Journalist
MBA,Digital Marketing (Advanced),9.01,Java,0,Investment Banker
B.A,Performing Arts,7.18,AWS,3,Art Director
M.Tech,Power Systems,8.96,Scrum Master,2,Senior Data Scientist
MBA,Retail Management (Advanced),6.4,React,0,Agri-Business Manager
MBA,Business Analytics (Advanced),8.96,Six Sigma,2,Product Manager
B.Tech,Chemical Engineering,6.31,Python,1,Site Supervisor
B.Tech,Instrumentation Engineering,9.83,AutoCAD,3,VLSI Design Engineer
B.Tech,Environmental Engineering,8.03,AWS,1,Biomedical Engineer
BBA,Business Analytics,9.01,None,1,Business Analyst
BBA,Entrepreneurship,8.93,AutoCAD,0,Marketing Executive
B.Tech,Petroleum Engineering,7.65,AutoCAD,0,Automotive Design Engineer
BBA,Retail Management,8.7,AWS,0,Retail Store Manager
BBA,Logistics & Supply Chain,6.64,AutoCAD,3,Sales Manager
BBA,Entrepreneurship,8.25,None,3,Marketing Executive
MBA,Entrepreneurship (Advanced),9.06,Java,3,Investment Banker
B.Sc,Agriculture,8.79,Scrum Master,0,Microbiologist
BBA,Entrepreneurship,9.75,None,3,Business Analyst
B.Tech,AI & Data Science,7.09,None,3,Full Stack Developer
M.Tech,Power Systems,7.13,AWS,0,VLSI Architect
B.Tech,AI & Data Science,9.57,None,3,AI Engineer
B.Des,Textile Design,7.01,Java,0,Fashion Stylist
MBA,Aviation Management (Advanced),7.41,Six Sigma,0,Portfolio Manager
B.Des,Interior Design,7.63,None,2,Fashion Stylist
BBA,Operations Management,8.54,AutoCAD,1,Marketing Executive
B.A,History,9.7,Six Sigma,2,Content Writer
MBA,Marketing (Advanced),7.89,Scrum Master,3,HR Director
M.Sc,Agriculture (M.Sc),7.72,Six Sigma,3,Clinical Psychologist
B.Tech,Information Technology,9.49,AutoCAD,2,AI Engineer
B.Com,Economics,6.54,Python,3,Bank Officer
MBA,Banking & Financial Services,9.8,Scrum Master,3,Supply Chain Manager
B.Tech,Robotics & Automation,7.82,Six Sigma,2,Automotive Design Engineer
M.Tech,Data Science (Masters),6.61,Scrum Master,1,Robotics System Architect
B.Com,Auditing,7.43,React,1,Tax Consultant
B.Tech,Production Engineering,8.38,CPA,3,Structural Engineer
B.Des,Industrial Design,6.41,Python,2,Interior Architect
B.Des,Textile Design,6.43,Python,1,Interior Architect
MBA,Finance (Advanced),6.09,React,1,Business Development Manager
B.Tech,Aeronautical Engineering,6.13,None,3,Food Safety Officer
BBA,Logistics & Supply Chain,9.56,Six Sigma,1,Business Analyst
BBA,Banking & Insurance,8.91,Java,0,Retail Store Manager
BBA,International Business,8.79,CPA,0,Marketing Executive
M.Tech,Environmental Engineering (Masters),7.81,None,2,VLSI Architect
B.Tech,Agriculture Engineering,7.05,Python,2,Automotive Design Engineer
B.Com,Taxation,6.08,Scrum Master,2,Bank Officer
B.Des,Communication Design,7.73,Python,0,Fashion Stylist
M.Sc,Information Technology (M.Sc),9.79,Python,3,Senior Researcher
B.Sc,Nutrition & Dietetics,8.67,AWS,1,Microbiologist
B.A,Psychology,6.2,CPA,1,Social Worker
B.Tech,Information Technology,8.95,React,2,Data Scientist
B.Sc,Nursing,6.9,AWS,2,Registered Nurse
B.A,Sociology,7.27,Six Sigma,2,Policy Analyst
B.Des,Animation & Multimedia,7.21,AutoCAD,0,Fashion Stylist
M.Tech,Manufacturing Engineering,6.86,Six Sigma,0,Robotics System Architect
M.Sc,Physics (M.Sc),6.46,Six Sigma,3,Statistician
B.Sc,Artificial Intelligence,8.98,Java,1,Lab Technician
,Physics,6.78,AWS,0,Data Analyst
BBA,International Business,9.63,Six Sigma,1,Business Analyst
B.A,Sanskrit,8.02,Six Sigma,2,Psychologist
B.Com,Accounting & Finance,8.21,Six Sigma,1,Financial Auditor
B.Tech,Robotics & Automation,6.29,AWS,1,Food Safety Officer
MBA,Agri-Business Management,9.85,Six Sigma,3,Supply Chain Manager
M.Sc,Artificial Intelligence (M.Sc),6.75,CPA,1,Statistician
MBA,Marketing (Advanced),7.44,AutoCAD,0,HR Director
B.A,Sociology,9.47,AutoCAD,1,Content Writer
B.Com,Business Analytics,7.8,None,2,Tax Consultant
M.Tech,Embedded Systems,7.84,Java,0,VLSI Architect
B.Des,Jewellery Design,7.03,None,2,Fashion Stylist
B.Tech,Mechatronics Engineering,6.43,None,1,Food Safety Officer
B.Tech,Textile Engineering,7.16,React,2,Automotive Design Engineer
,Retail Management,7.06,,1,Aviation Operations Manager
B.Tech,Information Technology,8.94,Java,3,Data Scientist
B.Tech,Marine Engineering,6.34,Python,0,Food Safety Officer
M.Tech,Transportation Engineering,6.01,Scrum Master,0,Robotics System Architect
,Biotechnology (M.Sc),9.63,Photoshop,0,Senior Researcher
M.Tech,Robotics,8.09,Java,3,Senior Data Scientist
B.Tech,Aeronautical Engineering,8.76,CPA,3,Biomedical Engineer
B.Des,Textile Design,8.47,AWS,2,Product Designer
B.Sc,Data Science,8.37,AWS,3,Lab Technician
B.Tech,Automobile Engineering,8.27,Six Sigma,3,Biomedical Engineer
BBA,Business Analytics,6.29,React,0,Sales Manager
B.Tech,Data Science,9.62,None,0,AI Engineer
B.Sc,Computer Science,9.8,Six Sigma,2,Software Developer
M.Tech,Biotechnology (Masters),8.26,CPA,2,Senior Data Scientist
B.Des,Fashion Design,9.58,AWS,3,UI/UX Designer
MBA,Retail Management (Advanced),6.93,None,1,Agri-Business Manager
B.Tech,Automobile Engineering,8.59,None,3,Biomedical Engineer
B.A,Journalism & Mass Communication,9.68,AWS,2,Journalist
M.Tech,Embedded Systems,9.26,Python,0,R&D Engineer
B.Des,Game Design,7.45,React,3,Fashion Stylist
BBA,International Business,6.09,Python,1,Sales Manager
B.Sc,Computer Science,8.1,AWS,0,Lab Technician
BBA,Human Resource Management,8.01,Python,0,Marketing Executive
B.Tech,Mechatronics Engineering,9.84,Java,0,Robotics Engineer
M.Tech,Robotics,7.1,AWS,2,VLSI Architect
MBA,Hospitality & Tourism (Advanced),7.65,Scrum Master,2,Portfolio Manager
M.Tech,Embedded Systems,8.81,Six Sigma,0,Senior Data Scientist
BBA,Banking & Insurance,6.67,Six Sigma,3,Relationship Manager
B.Sc,Computer Science,7.06,Scrum Master,3,Data Analyst
M.Sc,Psychology (M.Sc),8.33,CPA,2,Data Engineer
B.Tech,Biotechnology,7.82,AWS,3,Automotive Design Engineer
M.Tech,Cybersecurity (Masters),8.98,React,1,Senior Data Scientist
M.Tech,Artificial Intelligence (Masters),6.99,Python,3,Robotics System Architect
M.Sc,Forensic Science (M.Sc),7.42,CPA,0,Clinical Psychologist
B.Com,Financial Markets,6.5,AutoCAD,0,Bank Officer
B.Tech,Data Science,9.24,None,1,AI Engineer
B.Com,Accounting & Finance,9.64,Scrum Master,0,Chartered Accountant
B.Des,Game Design,9.49,AutoCAD,2,UI/UX Designer
B.Des,Interior Design,9.78,Scrum Master,2,UI/UX Designer
B.Tech,Chemical Engineering,7.62,None,1,Process Engineer
M.Sc,Data Science (M.Sc),6.09,AutoCAD,3,Statistician
,Education,9.17,CPA,2,Content Writer
B.Com,Economics,7.25,Scrum Master,2,Tax Consultant
,Microbiology (M.Sc),9.71,AutoCAD,0,Senior Researcher
MBA,Business Analytics (Advanced),8.28,Python,0,Product Manager
M.Sc,Agriculture (M.Sc),9.18,None,0,Senior Researcher
M.Sc,Agriculture (M.Sc),8.47,CPA,2,Data Engineer
B.A,Sociology,6.94,AWS,2,Social Worker
M.Sc,Agriculture (M.Sc),6.37,CPA,1,Statistician
B.Tech,Biotechnology,8.81,None,1,Biomedical Engineer
B.Sc,Electronics,9.41,AutoCAD,3,Software Developer
B.Tech,Information Technology,8.84,AWS,2,Data Scientist
B.A,Philosophy,6.48,AWS,0,Social Worker
B.Sc,Psychology,6.66,React,0,Registered Nurse
M.Tech,Machine Learning,8.24,AutoCAD,2,Senior Data Scientist
B.Sc,Information Technology,6.24,AWS,0,Forensic Expert
B.Tech,Food Technology,8.15,React,2,Biomedical Engineer
BBA,Finance,8.22,AWS,3,Marketing Executive
B.Des,Communication Design,9.82,Java,3,UI/UX Designer
B.Tech,Aerospace Engineering,6.89,None,1,Food Safety Officer
B.Tech,Aeronautical Engineering,7.17,CPA,1,Automotive Design Engineer
B.Tech,Food Technology,6.42,AutoCAD,2,Food Safety Officer
B.Sc,Artificial Intelligence,7.85,Six Sigma,3,Data Analyst
B.Tech,Textile Engineering,8.13,Java,0,Biomedical Engineer
B.Sc,Statistics,7.67,React,2,Data Analyst
M.Sc,Food Science & Nutrition,7.19,React,3,Clinical Psychologist
M.Tech,Environmental Engineering (Masters),7.88,Python,0,VLSI Architect
MBA,Aviation Management (Advanced),9.48,AutoCAD,3,Supply Chain Manager
B.Tech,AI & Data Science,9.21,Python,2,AI Engineer
M.Sc,Chemistry (M.Sc),7.61,AutoCAD,3,Clinical Psychologist
B.Des,UI/UX Design,9.76,AutoCAD,3,UI/UX Designer
B.Des,UI/UX Design,9.1,React,2,UI/UX Designer
B.Sc,Biotechnology,7.48,React,0,Dietician
M.Sc,Microbiology (M.Sc),9.04,AutoCAD,0,Senior Researcher
B.A,Psychology,9.73,Java,0,Content Writer
B.Des,Fashion Design,6.47,Scrum Master,1,Interior Architect
B.Sc,Information Technology,7.72,React,3,Data Analyst
M.Tech,Embedded Systems,7.39,AWS,2,VLSI Architect
B.Tech,Aeronautical Engineering,6.17,Scrum Master,1,Food Safety Officer
MBA,Agri-Business Management,6.82,AWS,1,Agri-Business Manager
B.Sc,Computer Science,6.85,AutoCAD,2,Forensic Expert
M.Sc,Biotechnology (M.Sc),9.42,Python,0,Senior Researcher
B.Des,UI/UX Design,6.37,None,3,Interior Architect
B.A,Journalism & Mass Communication,9.52,React,0,Journalist
B.Sc,Physics,7.38,Six Sigma,0,Data Analyst
B.A,Hindi,9.57,Java,1,Content Writer
M.Sc,Mathematics (M.Sc),8.97,Python,2,Data Engineer
B.Des,Interior Design,9.85,Python,1,UI/UX Designer
M.Sc,Food Science & Nutrition,9.23,Scrum Master,1,Senior Researcher
BBA,Marketing,9.08,CPA,2,Business Analyst
B.Tech,Aerospace Engineering,7.57,Six Sigma,1,Automotive Design Engineer
B.Tech,Electronics & Communication Engineering,8.4,Python,1,Embedded Systems Engineer
B.A,Economics,7.47,Six Sigma,1,Policy Analyst
BBA,Digital Marketing,8.66,Java,2,Marketing Executive
BBA,Retail Management,8.31,Python,0,Retail Store Manager
BBA,Marketing,8.08,Scrum Master,2,Marketing Executive
B.Des,Graphic Design,8.52,Scrum Master,2,Product Designer
MBA,Finance (Advanced),8.4,Java,2,Product Manager
B.Sc,Statistics,8.27,AWS,2,Lab Technician
B.Sc,Microbiology,7.19,AWS,0,Dietician
M.Tech,Thermal Engineering,6.46,Java,1,Robotics System Architect
B.Sc,Electronics,9.05,React,1,Software Developer
B.Sc,Nutrition & Dietetics,6.93,AWS,1,Registered Nurse
BBA,Finance,9.24,AWS,3,Business Analyst
B.Sc,Biotechnology,8.78,AWS,0,Microbiologist
B.Com,Corporate Secretaryship,9.19,Java,2,Chartered Accountant
B.A,Public Administration,8.31,AutoCAD,0,Public Relations Officer
BBA,Digital Marketing,8.59,CPA,1,Marketing Executive
B.Sc,Computer Science,6.85,Six Sigma,0,Forensic Expert
M.Sc,Microbiology (M.Sc),9.61,Scrum Master,1,Senior Researcher
B.Des,Interior Design,7.24,Python,2,Fashion Stylist
BBA,Retail Management,9.29,Six Sigma,3,Hotel Manager
BBA,Finance,7.27,React,2,HR Generalist
B.A,Tamil,8.6,CPA,3,Psychologist
B.Tech,Metallurgical Engineering,8.03,AutoCAD,0,Structural Engineer
B.Tech,Aeronautical Engineering,9.46,React,1,Robotics Engineer
B.A,Tamil,9.06,Six Sigma,0,Content Writer
M.Tech,Manufacturing Engineering,6.8,Six Sigma,0,Robotics System Architect
B.Sc,Nutrition & Dietetics,8.35,CPA,2,Microbiologist
M.Tech,Biotechnology (Masters),9.04,Six Sigma,2,R&D Engineer
M.Tech,Transportation Engineering,6.27,Six Sigma,3,Robotics System Architect
MBA,Finance (Advanced),7.59,None,0,HR Director
,Human Resource (Advanced),8.99,,0,Investment Banker
B.Tech,AI & Machine Learning,6.27,Six Sigma,2,System Engineer
B.A,Fine Arts,6.28,AWS,0,Media Planner
B.Sc,Computer Science,6.86,React,3,Forensic Expert
M.Sc,Data Science (M.Sc),9.17,None,3,Senior Researcher
B.A,Performing Arts,6.72,Java,0,Media Planner
BBA,Travel & Tourism,7.35,React,0,Aviation Operations Manager
M.Tech,Thermal Engineering,6.98,React,2,Robotics System Architect
M.Sc,Computer Science (M.Sc),6.62,Python,1,Statistician
MBA,Agri-Business Management,7.17,Six Sigma,1,Portfolio Manager
B.Sc,Chemistry,9.66,AWS,0,Software Developer
B.A,Hindi,8.75,Scrum Master,1,Psychologist
M.Tech,Thermal Engineering,6.17,React,2,Robotics System Architect
B.A,English,8.33,Python,3,Psychologist
M.Sc,Statistics (M.Sc),6.94,Java,0,Statistician
M.Tech,Manufacturing Engineering,7.69,None,2,VLSI Architect
B.A,Psychology,9.37,Python,1,Content Writer
B.Tech,Biotechnology,7.5,React,0,Automotive Design Engineer
B.A,Economics,9.65,Java,2,Content Writer
B.Sc,Nursing,9.26,Python,2,Clinical Research Associate
B.Sc,Data Science,8.87,Java,2,Lab Technician
B.Des,UI/UX Design,7.34,Scrum Master,0,Fashion Stylist
B.Sc,Nursing,9.33,None,1,Clinical Research Associate
B.Sc,Environmental Science,7.66,AWS,1,Dietician
B.Tech,Production Engineering,7.46,Java,1,Process Engineer
B.Tech,Chemical Engineering,8.48,Scrum Master,1,Structural Engineer
,Communication Design,10.0,Six Sigma,1,UI/UX Designer
BBA,Banking & Insurance,7.66,AWS,0,Aviation Operations Manager
B.Com,Financial Markets,6.48,AWS,0,Bank Officer
B.Sc,Physics,6.61,AWS,1,Forensic Expert
B.Tech,Electronics & Communication Engineering,8.28,AutoCAD,3,Embedded Systems Engineer
M.Sc,Information Technology (M.Sc),6.68,Six Sigma,3,Statistician
M.Sc,Data Science (M.Sc),8.4,Python,3,Data Engineer
B.Tech,Food Technology,8.52,React,1,Biomedical Engineer
M.Tech,Transportation Engineering,6.4,AutoCAD,2,Robotics System Architect
B.Tech,Mechatronics Engineering,6.42,None,2,Food Safety Officer
B.A,Geography,6.88,CPA,3,Social Worker
M.Tech,Environmental Engineering (Masters),7.6,CPA,1,VLSI Architect
M.Tech,Environmental Engineering (Masters),9.22,Scrum Master,3,R&D Engineer
B.A,Political Science,9.89,React,3,Content Writer
M.Tech,Information Technology (Masters),8.8,React,1,Senior Data Scientist
BBA,International Business,7.15,CPA,2,HR Generalist
B.Sc,Microbiology,6.49,React,3,Registered Nurse
B.Com,Banking & Insurance,8.32,React,3,Financial Auditor
B.Tech,Textile Engineering,6.51,Six Sigma,3,Food Safety Officer
B.A,Journalism & Mass Communication,8.02,CPA,2,Public Relations Officer
B.A,Tamil,7.72,AWS,3,Policy Analyst
,Banking & Financial Services,8.39,,2,Hospital Administrator
B.Des,Product Design,6.24,AWS,3,Interior Architect
BBA,Travel & Tourism,8.19,React,3,Retail Store Manager
BBA,Healthcare Management,7.96,Scrum Master,3,Aviation Operations Manager
MBA,Logistics & Supply Chain (Advanced),7.18,Java,2,Portfolio Manager
M.Tech,Machine Learning,8.66,Java,3,Senior Data Scientist
B.Tech,Marine Engineering,9.65,CPA,1,Robotics Engineer
M.Sc,Mathematics (M.Sc),9.58,Python,3,Senior Researcher
M.Tech,Information Technology (Masters),6.63,AutoCAD,2,Robotics System Architect
BBA,Entrepreneurship,6.23,CPA,2,Sales Manager
B.Des,Jewellery Design,7.42,Python,1,Fashion Stylist
B.Tech,Robotics & Automation,7.93,Java,1,Automotive Design Engineer
B.Sc,Fashion Design,8.67,Java,3,Microbiologist
B.Des,Communication Design,7.91,None,1,Fashion Stylist
B.Com,Financial Markets,8.61,AWS,0,Financial Auditor
MBA,Digital Marketing (Advanced),6.12,Python,3,Business Development Manager
